Authors	Title	Publication Year	DOI	sample size before exclusion	sample_size_after.x	UT	p_oa	p_oa_gold	p_oa_bronze	p_oa_hybrid	p_oa_green	pub_block_begin	pub_block_end	p	mcs	tcs	mncs	mnjs	pp_top_perc	pp_uncited	prop_self_cits	int_cov	pp_collab	pp_int_collab	SO	NR	TC	Z9	U1	U2	SN	JI	PD	WC	SC	AU1_UN	standardized.coder.comment.y	p.value.	MF_short	MF_in_t_a_d_o	MF_clarity	MF_result_report	MF_result_report_clarity	MF_is_positive_finding	Paper_type	is_longtitudinal	paper_clarity	is_replication	is_exploratory	prereg	prereg_link	NA..1	altmetric_jid	issns	cohorts.pub	cohorts.sci	cohorts.com	context.all.count	context.all.mean	context.all.rank	context.all.pct	context.all.higher_than	context.journal.count	context.journal.mean	context.journal.rank	context.journal.pct	context.journal.higher_than	context.similar_age_3m.count	context.similar_age_3m.mean	context.similar_age_3m.rank	context.similar_age_3m.pct	context.similar_age_3m.higher_than	context.similar_age_journal_3m.count	context.similar_age_journal_3m.mean	context.similar_age_journal_3m.rank	context.similar_age_journal_3m.pct	context.similar_age_journal_3m.higher_than	authors1	authors2	authors3	authors4	type	altmetric_id	schema	is_oa	publisher_subjects.name1	publisher_subjects.name2	publisher_subjects.scheme1	publisher_subjects.scheme2	cited_by_posts_count	cited_by_tweeters_count	cited_by_accounts_count	last_updated	score	history.1y	history.6m	history.3m	history.1m	history.1w	history.6d	history.5d	history.4d	history.3d	history.2d	history.1d	history.at	added_on	published_on	scopus_subjects1	scopus_subjects2	readers.citeulike	readers.mendeley	readers.connotea	readers_count	images.small	images.medium	images.large	details_url	publisher_subjects.name3	publisher_subjects.scheme3	pmid	uri	authors5	cited_by_qna_count	subjects	scopus_subjects3	scopus_subjects4	issns1	issns2	issns3	abstract	abstract_source	authors6	authors7	authors8	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_peer_review_sites_count	cited_by_msm_count	authors	publisher_subjects.name	publisher_subjects.scheme	cohorts.doc	publisher_subjects.name4	publisher_subjects.name5	publisher_subjects.name6	publisher_subjects.name7	publisher_subjects.scheme4	publisher_subjects.scheme5	publisher_subjects.scheme6	publisher_subjects.scheme7	cited_by_policies_count	authors9	authors10	subjects1	subjects2	subjects3	cited_by_gplus_count	handles	handle	publisher_subjects.name8	publisher_subjects.name9	publisher_subjects.scheme8	publisher_subjects.scheme9	authors11	authors12	authors13	authors14	authors15	authors16	pmc	scopus_subjects	cited_by_wikipedia_count	cited_by_videos_count	cited_by_pinners_count	cited_by_rdts_count
CARR D;KHODYAKOV D	HEALTH CARE PROXIES: WHOM DO YOUNG OLD ADULTS CHOOSE AND WHY?	2007	10.1177/002214650704800206	10317 or 3838	2034 or 3838	isi000246818600008	0	0	0	0	0	1981	2017	1	19	19	0.828968536870808	2.16193790831824	0	0	0.24	0.564102564102564	1	0	JOURNAL OF HEALTH AND SOCIAL BEHAVIOR	40	38	38	0	7	0022-1465	J. HEALTH SOC. BEHAV.	JUN	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; PSYCHOLOGY, SOCIAL; SOCIAL SCIENCES, BIOMEDICAL; SOCIOLOGY"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; PSYCHOLOGY; BIOMEDICAL SOCIAL SCIENCES; SOCIOLOGY"	UNIV WISCONSIN																	4f6fa4f53cf058f610002dd0					8048343	6.8380049254832	2021083	61	4922460	641	15.93475	293	18	120	104610	10.662072249998	32057	68	71427	10	3.0833333333333	4	60	6	Deborah Carr	Dmitry Khodyakov			article	21731907	1.5.4	FALSE					1		1	1432749679	3	0	0	0	0	0	0	0	0	0	0	0	3	1499702773	1466640000	Health Sciences	Social Sciences	0	48	0	48	https://badges.altmetric.com/?size=64&score=3&types=dddddddd	https://badges.altmetric.com/?size=100&score=3&types=dddddddd	https://badges.altmetric.com/?size=180&score=3&types=dddddddd	http://www.altmetric.com/details.php?citation_id=21731907								Psychology	Medicine	0022-1465	2150-6000																							1																								
CASWELL TA;SACKETT FOX K	GENDER-ATYPICAL PERSONALITY OR SEXUAL BEHAVIOR: WHAT IS DISGUSTING ABOUT MALE HOMOSEXUALITY?	2018	10.1080/00224545.2018.1424111	274	243	isi000438645800008	0	0	0	0	0	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF SOCIAL PSYCHOLOGY	48	1	1	6	10	0022-4545	J. SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	GANNON UNIV																	4f6fa4d83cf058f610001390		8	2		14051004	8.2750739405457	2508373	82	11536035	700	12.157679542203	217	69	483	358322	12.051873091445	84687	76	273331	16	27.870133333333	8	50	8	T. Andrew Caswell	Kyrsten Sackett-Fox			article	32126184	1.5.4	FALSE	Psychology	Cognitive Science	era	era	11	10	10	1569254999	6.6	2	1	0	0	0	0	0	0	0	0	0	6.6	1516730481	1517961600	Psychology	Social Sciences	0	5	0	5	https://badges.altmetric.com/?size=64&score=7&types=tttttttt	https://badges.altmetric.com/?size=100&score=7&types=tttttttt	https://badges.altmetric.com/?size=180&score=7&types=tttttttt	http://www.altmetric.com/details.php?citation_id=32126184	Sociology	era	29334020				psychology			0022-4545	1940-1183		"Research consistently finds that homosexuality elicits strong feelings of disgust, but the reasons remain unclear. In the current research, we investigate responses to gay men who violate social norms governing the expression of gender and sexuality. Two hundred forty-three college undergraduates read a vignette about a gay male college student whose personality traits (masculine, feminine, or neutral) and sexual behavior (active vs. passive) varied, and reported their affective responses to and cognitive appraisals of the target. The gay target who displayed a feminine personality elicited more disgust and was perceived as lower in gender role conformity than a gay man who displayed a masculine personality. Similarly, the gay target who assumed a passive sex role elicited more disgust and was perceived as lower in gender role conformity than a gay man who assumed an active sex role. The sexual behavior/disgust relationship was mediated by perceived gender role conformity."																																													
CHANG J;CHEN CN;ALEGRIA M	"CONTEXTUALIZING SOCIAL SUPPORT: PATHWAYS TO HELP SEEKING IN LATINOS, ASIAN AMERICANS, AND WHITES"	2014	NA	8849	7500	isi000328933700001	NULL	NULL	NULL	NULL	NULL	1981	2017	1	13	13	1.63444066649842	0.728164271292564	0	0	0.1875	0.891304347826087	1	1																													52fd38463cf05823668b4567	2327-9214	10	2	1	11126160	7.2178448772736	880858	92	10243595	165	4.2577804878049	8	95	157	209630	8.2912488730092	22191	89	187368	7	6.4	1	85	6	"Maloney, Nancy"	"Heider, Arvela R"	"Rockwood, Amy"	"Singh, Ranjit"	article	2814578	1.5.4	FALSE					30	17	18	1441823508		0	0	0	0	0	0	0	0	0	0	0	12.35	1414464955				0	0	0	0	https://badges.altmetric.com/?size=64&score=13&types=ttttttff	https://badges.altmetric.com/?size=100&score=13&types=ttttttff	https://badges.altmetric.com/?size=180&score=13&types=ttttttff	http://www.altmetric.com/details.php?citation_id=2814578																		1							4																																	
CHASTEEN AL	THE ROLE OF AGE AND AGE-RELATED ATTITUDES IN PERCEPTIONS OF ELDERLY INDIVIDUALS	2000	10.1207/S15324834BASP2203_3	242	242	isi000089066900003	0	0	0	0	0	1981	2017	1	12	12	0.228780344879798	0.434410297718188	0	0	0.2	0.763157894736842	0	0	BASIC AND APPLIED SOCIAL PSYCHOLOGY	39	19	19	2	8	0197-3533	BASIC APPL SOC. PSYCHOL.	SEP	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV TORONTO																	4f6fa4da3cf058f6100015fd					14333347	8.3853168823143	4355312	49	7139824	363	16.566801104972	167	35	128	95633	12.250675380626	34353	63	60710	4	23.1	2	50	2					article	76215601	1.5.4	FALSE	Psychology	Sociology	era	era	1		1	1136073600	3	0	0	0	0	0	0	0	0	0	0	0	3	1581952578	1275868800	Psychology	Social Sciences	0	0	0	0	https://badges.altmetric.com/?size=64&score=3&types=dddddddd	https://badges.altmetric.com/?size=100&score=3&types=dddddddd	https://badges.altmetric.com/?size=180&score=3&types=dddddddd	http://www.altmetric.com/details.php?citation_id=76215601	Cognitive Science	era								0197-3533	1532-4834											Alison L. Chasteen												1																								
CHAYINSKA M;MINESCU A;MCGARTY C	'WE FIGHT FOR A BETTER FUTURE FOR OUR COUNTRY': UNDERSTANDING THE UKRAINIAN EUROMAIDAN MOVEMENT AS THE EMERGENCE OF A SOCIAL COMPETITION STRATEGY	2019	10.1111/BJSO.12283	4281	3096	isi000454681500003	1	0	1	0	0	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BRITISH JOURNAL OF SOCIAL PSYCHOLOGY	66	0	0	5	6	0144-6665	BR. J. SOC. PSYCHOL.	JAN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	PONTIFICIA UNIV CATOLICA CHILE																	4f6fa4e93cf058f610002454	0144-6665	4	1		13663123	8.1979552617504	2493676	81	11161249	669	13.422482035928	283	56	380	310755	13.624088751874	89155	71	221222	11	12.328	6	45	5	Maria Chayinska	Anca Minescu	Craig McGarty		article	49972080	1.5.4	FALSE	Psychology	Cognitive Science	era	era	16	11	11	1540332424	6.2	0	0	0	0	0	0	0	0	0	0	0	6.2	1540031641	1539561600	Psychology	Social Sciences	0	16	0	16	https://badges.altmetric.com/?size=64&score=7&types=tttttttt	https://badges.altmetric.com/?size=100&score=7&types=tttttttt	https://badges.altmetric.com/?size=180&score=7&types=tttttttt	http://www.altmetric.com/details.php?citation_id=49972080	Sociology	era	30318599																						6																1959.7/uws:50490	1959.7/uws:50490																
CLARK RD	EFFECTS OF MAJORITY DEFECTION AND MULTIPLE MINORITY SOURCES ON MINORITY INFLUENCE	2001	10.1037//1089-2699.5.1.57	108	108	isi000172780600007	0	0	0	0	0	1981	2017	1	3	3	0.0593857289580863	0.406563836713053	0	0	0	0.722222222222222	0	0	GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE	21	5	5	0	6	1089-2699	GROUP DYN.-THEORY RES. PRACT.	MAR	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV N TEXAS		0.01	""" Although there were no differences among the experimental conditions after the minority's 1st and 2nd arguments, more minority influence occurred when 2 other jurors separately presented the 3rd and 4th minority arguments than when the initial, lone minority singularly presented all of the arguments"""	2	0	"""and a Numerical Minority Argumentation X Guilt Rating interaction, F(4, 400) = 4.67, p < .01"""	1	1	1	0	2	0	0	0																																																																																																																														
CLOYD JS	PATTERNS OF ROLE-BEHAVIOR IN INFORMAL INTERACTION	1964	10.2307/2785713	40?	40	isia1964cas8200004	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SOCIOMETRY	11	3	3	0	0				"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NOTREPORTED																																																																																																																																												
COHEN TR;LINDBLAD MR;PAIK JG;QUERCIA RG	RENTING TO OWNING: AN EXPLORATION OF THE THEORY OF PLANNED BEHAVIOR IN THE HOMEOWNERSHIP DOMAIN	2009	10.1080/01973530903316971	1531	919	isi000274301800010	0	0	0	0	0	1981	2017	1	2	2	0.0898597010638184	0.355795843401335	0	0	0.333333333333333	0.5	0	0	BASIC AND APPLIED SOCIAL PSYCHOLOGY	15	4	4	1	4	0197-3533	BASIC APPL SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NORTHWESTERN UNIV																																																																																																																																												
CONNER M;POVEY R;SPARKS P;JAMES R;SHEPHERD R	MODERATING ROLE OF ATTITUDINAL AMBIVALENCE WITHIN THE THEORY OF PLANNED BEHAVIOUR	2003	10.1348/014466603763276135	242	232	isi000181996500005	0	0	0	0	0	1981	2017	1	60	60	1.21558002215077	0.947906845555953	0	0	0.117647058823529	0.6875	1	0	BRITISH JOURNAL OF SOCIAL PSYCHOLOGY	69	87	91	3	23	0144-6665	BR. J. SOC. PSYCHOL.	MAR	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV LEEDS																																																																																																																																												
CRAMER KM;THOMS N	FACTOR STRUCTURE OF THE SILENCING THE SELF SCALE IN WOMEN AND MEN	2003	10.1016/S0191-8869(02)00216-7	825	776	isi000184371200004	0	0	0	0	0	1981	2017	1	14	14	0.283635338501846	0.633250435549551	0	0	0.0666666666666667	0.793103448275862	0	0	PERSONALITY AND INDIVIDUAL DIFFERENCES	30	16	17	0	3	0191-8869	PERS. INDIVID. DIFFER.	AUG	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV WINDSOR																																																																																																																																												
DAGOSTINO PR;BEEGLE W	A REEVALUATION OF THE EVIDENCE FOR SPONTANEOUS TRAIT INFERENCES	1996	10.1006/JESP.1996.0007	24	24	isia1996uh24000002	0	0	0	0	0	1981	2017	1	9	9	0.20236981706621	1.16751817538198	0	0	0.181818181818182	0.875	0	0	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	32	13	14	0	0	0022-1031	J. EXP. SOC. PSYCHOL.	MAR	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	GETTYSBURG COLL																																																																																																																																												
DELLASELVA PC;DUSEK JB	SEX-ROLE ORIENTATION AND RESOLUTION OF ERIKSONIAN CRISES DURING THE LATE ADOLESCENT YEARS	1984	10.1037/0022-3514.47.1.204	404	404	isia1984ta79900018	0	0	0	0	0	1981	2017	1	10	10	0.264501138631428	2.85354726256575	0	0	0	0.7	0	0	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	32	11	11	0	0	0022-3514	J. PERS. SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	SYRACUSE UNIV																																																																																																																																												
DOLLINGER SJ;ROBINSON NM;ROSS VJ	"PHOTOGRAPHIC INDIVIDUALITY, BREADTH OF PERSPECTIVE, AND CREATIVITY"	1999	10.1111/1467-6494.00067	85	85	isi000081843600002	0	0	0	0	0	1981	2017	1	1	1	0.0220884891854517	1.24311962392542	0	0	0.909090909090909	0.625	0	0	JOURNAL OF PERSONALITY	56	14	15	0	4	0022-3506	J. PERS.	AUG	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	SO ILLINOIS UNIV																																																																																																																																												
DRISCOLL JM;YANKEELOV PA	FEELINGS OF MASTERY IN HIGH AGGRESSION-HISTORY AGGRESSORS	1995	NA	117	117	isia1995ru62600014	NULL	NULL	NULL	NULL	NULL	1981	2017	1	1	1	0.0221094042654725	0.272358705292249	0	0	0.5	0.857142857142857	0	0														0.02	"""as predicted, high, compared to low, aggression-history subjects reported greater positive affect, but differences seemed to involve adjectives implying mastery more than basic affect"""	2	0	"""A significant Chi Square showed that a greater number of high, compared to low, aggression-history subjects checked one or more adjectives, χ2(1, N = 117) = 5.48, p = .02. """		1	1	0	1	0	0	0	0		52fd38463cf05823668b4567	2327-9214	10	2	1	11126160	7.2178448772736	880858	92	10243595	165	4.2577804878049	8	95	157	209630	8.2912488730092	22191	89	187368	7	6.4	1	85	6	"Maloney, Nancy"	"Heider, Arvela R"	"Rockwood, Amy"	"Singh, Ranjit"	article	2814578	1.5.4	FALSE					30	17	18	1441823508		0	0	0	0	0	0	0	0	0	0	0	12.35	1414464955				0	0	0	0	https://badges.altmetric.com/?size=64&score=13&types=ttttttff	https://badges.altmetric.com/?size=100&score=13&types=ttttttff	https://badges.altmetric.com/?size=180&score=13&types=ttttttff	http://www.altmetric.com/details.php?citation_id=2814578																		1							4																																	
DURODOYE BA	FACTORS OF MARITAL SATISFACTION AMONG AFRICAN AMERICAN COUPLES AND NIGERIAN MALE AFRICAN AMERICAN FEMALE COUPLES	1997	10.1177/0022022197281004	76	76	isia1997wc29100004	0	0	0	0	0	1981	2017	1	1	1	0.0251976807889893	0.653339866171652	0	0	0	0.347826086956522	0	0	JOURNAL OF CROSS-CULTURAL PSYCHOLOGY	29	8	8	0	2	0022-0221	J. CROSS-CULT. PSYCHOL.	JAN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV N TEXAS																																																																																																																																												
EDINBURGH L;SAEWYC E;LEVITT C	CARING FOR YOUNG ADOLESCENT SEXUAL ABUSE VICTIMS IN A HOSPITAL-BASED CHILDREN'S ADVOCACY CENTER	2008	10.1016/J.CHIABU.2008.05.006	180	128	isi000261755700007	0	0	0	0	0	1981	2017	1	9	9	0.547541011229494	1.75917562321336	0	0	0	0.533333333333333	1	1	CHILD ABUSE & NEGLECT	30	9	9	0	7	0145-2134	CHILD ABUSE NEGL.	DEC	"FAMILY STUDIES; PSYCHOLOGY, SOCIAL; SOCIAL WORK"	FAMILY STUDIES; PSYCHOLOGY; SOCIAL WORK	MIDWEST CHILDRENS RESOURCE CTR		0.001	"""The adolescents who were evaluated at the CAC received more thorough health assessments, were more likely to have
documented genital injuries, and were more likely to be treated or tested for STIs than Community cases. """	3	1	"""CAC cases were significantly more likely to receive a physical exam, a genital exam
when indicated, and referral for counseling (all p < .001)"""	0	1	3	0	1	0	0	0			4f6fa4ea3cf058f610002502	0145-2134				12444666	7.716959929241	2170211	78	9807819	2292	7.3737896115233	530	69	1599	269913	13.762807040813	73000	72	196708	116	12.355460869565	32	72	84	Laurel Edinburgh	Elizabeth Saewyc	Carolyn Levitt		article	42369356	1.5.4	FALSE	Psychology	Social Work	era	era	5		2	1517443200	6	0	0	0	0	0	0	0	0	0	0	0	6	1527033848	1228089600	Health Sciences	Social Sciences	0	48	0	48	https://badges.altmetric.com/?size=64&score=6&types=dddddddd	https://badges.altmetric.com/?size=100&score=6&types=dddddddd	https://badges.altmetric.com/?size=180&score=6&types=dddddddd	http://www.altmetric.com/details.php?citation_id=42369356			19041133				pediatrics	Psychology	Medicine																									2																								
EMMERS SOMMER TM;PAULEY P;HANZAL A;TRIPLETT L	"LOVE, SUSPENSE, SEX, AND VIOLENCE: MEN'S AND WOMEN'S FILM PREDILECTIONS, EXPOSURE TO SEXUALLY VIOLENT MEDIA, AND THEIR RELATIONSHIP TO RAPE MYTH ACCEPTANCE"	2006	10.1007/S11199-006-9085-0	174	174	isi000242688600003	0	0	0	0	0	1981	2017	1	13	13	0.52070228374303	0.750485882641775	0	0	0.133333333333333	0.612244897959184	1	0	SEX ROLES	55	25	25	0	16	0360-0025	SEX ROLES	SEP	"PSYCHOLOGY, DEVELOPMENTAL; PSYCHOLOGY, SOCIAL; WOMEN'S STUDIES"	PSYCHOLOGY; WOMEN'S STUDIES	UNIV NEVADA																	4f6fa5143cf058f61000351e					12330736	7.6201549488998	7707774	23	2894209	1810	13.680884466556	1101	8	158	264716	12.278022409005	146132	35	93070	21	43.3147	16	4	1	Tara M. Emmers-Sommer	Perry Pauley	Alesia Hanzal	Laura Triplett	article	10844776	1.5.4	FALSE	Anthropology	Interdisciplinary Studies	springer	springer	1		1	1472206232	1	0	0	0	0	0	0	0	0	0	0	0	1	1472214149	1164067200	Psychology	Social Sciences	0	52	0	52	https://badges.altmetric.com/?size=64&score=1&types=eeeeeeee	https://badges.altmetric.com/?size=100&score=1&types=eeeeeeee	https://badges.altmetric.com/?size=180&score=1&types=eeeeeeee	http://www.altmetric.com/details.php?citation_id=10844776	Personality & Social Psychology	springer								0360-0025	1573-2762									1						Psychology	Sexual Behavior	Sociology	Other Studies In Human Society	springer	springer	springer	era										Psychology	Public Health And Health Services	era	era												
ESHEL Y	OPENNESS TO DYADIC ETHNIC CONTACT AND STUDENT OUTCOMES	1993	10.1177/0146167293192010	578	578	isia1993kv52300010	0	0	0	0	0	1981	2017	1	1	1	0.0263078429192215	1.26962370690983	0	0	0.833333333333333	0.481481481481481	0	0	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	39	6	6	0	0	0146-1672	PERS. SOC. PSYCHOL. BULL.	APR	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV HAIFA	not empirical	0.01	"""As hypothesized, academic and social outcomes of higher-status western students as well as lower status Middle Eastern classmates were primarily related to blateral, reciprocated contact with members of the dominant group"""	2	1	"p < 0.01 (first result on which they base conclusions for hypthesis 2, picked from table 2)"	1	1	2	0	1	0	0	0	0	"Here they have 2 hypotheis, but since the second hypothesis is all they talk about in the conclusion, it is definitely more important that the first one"																																																																																																																												
FARC MM;CROUCH JL;SKOWRONSKI JJ;MILNER JS	HOSTILITY RATINGS BY PARENTS AT RISK FOR CHILD ABUSE: IMPACT OF CHRONIC AND TEMPORARY SCHEMA ACTIVATION	2008	10.1016/J.CHIABU.2007.06.001	140	108	isi000254791700002	0	0	0	0	0	1981	2017	1	17	17	1.03424413232238	1.75917562321336	0	0	0.392857142857143	0.682926829268293	0	0	CHILD ABUSE & NEGLECT	44	30	31	0	9	0145-2134	CHILD ABUSE NEGL.	FEB	"FAMILY STUDIES; PSYCHOLOGY, SOCIAL; SOCIAL WORK"	FAMILY STUDIES; PSYCHOLOGY; SOCIAL WORK	NO ILLINOIS UNIV																																																																																																																																												
FAUNCE GJ;MAPLEDORAM PK;JOB RFS	"TYPE A BEHAVIOUR PATTERN AND ATTENTIONAL BIAS IN RELATION TO ANGER/HOSTILITY, ACHIEVEMENT, AND FAILURE"	2004	10.1016/J.PAID.2003.07.016	51	49	isi000221672800020	0	0	0	0	0	1981	2017	1	9	9	0.215762075682596	0.74003911935272	0	0	0	0.782608695652174	0	0	PERSONALITY AND INDIVIDUAL DIFFERENCES	55	10	15	0	5	0191-8869	PERS. INDIVID. DIFFER.	JUN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV SYDNEY																																																																																																																																												
FORCEHIMES AA;VENNER KL;BOGENSCHUTZ MP;FOLEY K;DAVIS MP;HOUCK JM;WILLIE EL;BEGAYE P	AMERICAN INDIAN METHAMPHETAMINE AND OTHER DRUG USE IN THE SOUTHWESTERN UNITED STATES	2011	10.1037/A0025431	81?	81	isi000296226800003	1	0	0	0	1	1981	2017	1	8	8	0.847584884720146	1.63160090308628	0	0	0	0.5	1	0	CULTURAL DIVERSITY & ETHNIC MINORITY PSYCHOLOGY	37	8	8	0	7	1099-9809	CULT. DIVERS. ETHN. MINOR. PSYCHOL.	OCT	"ETHNIC STUDIES; PSYCHOLOGY, SOCIAL"	ETHNIC STUDIES; PSYCHOLOGY	UNIV NEW MEXICO																	4f6fa5ff3cf058f610006171		7			12276356	7.6030685443519	3291450	72	8920505	528	2.7408576850095	89	82	438	121885	6.3569331167341	31337	73	89235	8	1.1428571428571	1	87	7	A.A. Forcehimes	K.L Venner	M.P. Bogenschutz	K. Foley	article	887528	1.5.4	FALSE					14	7	8	1512909694	3.5	0	0	0	0	0	0	0	0	0	0	0	3.5	1344971421	1293840000	Psychology	Social Sciences	0	60	0	60	https://badges.altmetric.com/?size=64&score=4&types=eeettttt	https://badges.altmetric.com/?size=100&score=4&types=eeettttt	https://badges.altmetric.com/?size=180&score=4&types=eeettttt	http://www.altmetric.com/details.php?citation_id=887528			21988577		M. P. Davis					1099-9809	1939-0106		"To investigate the extent of methamphetamine and other drug use among American Indians (AIs) in the Four Corners region, we developed collaborations with Southwestern tribal entities and treatment programs in and around New Mexico. We held nine focus groups, mostly with Southwestern AI participants (N = 81) from three diverse New Mexico communities to understand community members, treatment providers, and clients/relatives views on methamphetamine. We conducted a telephone survey of staff (N = 100) from agencies across New Mexico to assess perceptions of methamphetamine use among people working with AI populations. We collected and analyzed self-reported drug use data from 300 AI clients/relatives who completed the Addiction Severity Index (ASI) in the context of treatment at three diverse addiction treatment programs. Each focus group offered a unique perspective about the effect of drugs and alcohol on each respective community. Though data from the phone surveys and ASIs suggested concerning rates of methamphetamine use, with women more adversely affected by substance use in general, alcohol was identified as the biggest substance use problem for AI populations in the Southwest. There appears to be agreement that methamphetamine use is a significant problem in these communities, but that alcohol is much more prevalent and problematic. There was less agreement about what should be done to prevent and treat methamphetamine use. Future research should attend to regional and tribal differences due to variability in drug use patterns, and should focus on identifying and improving dissemination of effective substance use interventions."	pubmed	J. M. Houck	E. L. Willie	P. Begaye			1															Forcehimes AA	Venner KL	socialsciences	psychology									Bogenschutz MP	Foley K	Davis MP	Houck JM	Willie EL	Begaye P						
FORDERER S;UNKELBACH C	THE MODERATING ROLE OF ATTRIBUTE ACCESSIBILITY IN CONDITIONING MULTIPLE SPECIFIC ATTRIBUTES	2014	10.1002/EJSP.1994	49	49	isi000331251500008	0	0	0	0	0	1981	2017	1	1	1	0.135366165981195	0.964252141235909	0	0	0.75	0.878787878787879	0	0	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY	36	4	4	0	0	0046-2772	EUR. J. SOC. PSYCHOL.	FEB	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV COLOGNE		0.001	"""Experiment 1 shows AC effects for artificial logos with attributes
varying across USs (e.g., athletic, intelligent, or funny)."""	2	0	"""Results showed a main effect of
attribute, F(4, 44) = 6.96, p<.001, d = 0.73, indicating AC
effects of different strength depending on the conditioned
attribute"""	0	1	1	0	1	0	0	0	0																																																																																																																													
