ut,label,cluster_id1,n_pubs,label1,label2,label3,label4,label5
000277206100002,WOS:000277206100002,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000277295700013,WOS:000277295700013,148,22218,nervosa,disorder,bulimia nervosa,anorexia nervosa,body dissatisfaction
000277397100002,WOS:000277397100002,1210,9139,diffusion tensor imaging,corticospinal tract,diffusion mri,tractography,fractional anisotropy
000277498800005,WOS:000277498800005,69,27787,parkinson disease,early parkinson,levodopa,disease patient,dyskinesia
000277548600001,WOS:000277548600001,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000277573700009,WOS:000277573700009,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000277587000004,WOS:000277587000004,351,17560,peyronie,sildenafil,premature ejaculation,inhibitor,priapism
000277629900004,WOS:000277629900004,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000277645000005,WOS:000277645000005,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000277653600023,WOS:000277653600023,3305,1436,williams syndrome,supravalvular aortic stenosis,tfii,williams,gtf2ird1
000277680300009,WOS:000277680300009,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000277682400010,WOS:000277682400010,770,12354,infant,mind,false belief,imitation,month old infant
000277729500004,WOS:000277729500004,3105,1983,mmpi,malingering,classification accuracy,performance validity,personality assessment inventory
000277748800001,WOS:000277748800001,770,12354,infant,mind,false belief,imitation,month old infant
000277748800001,WOS:000277748800001,770,12354,infant,mind,false belief,imitation,month old infant
000277748800002,WOS:000277748800002,770,12354,infant,mind,false belief,imitation,month old infant
000277748800003,WOS:000277748800003,770,12354,infant,mind,false belief,imitation,month old infant
000277748800004,WOS:000277748800004,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000277748800004,WOS:000277748800004,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000277748800005,WOS:000277748800005,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000277748800005,WOS:000277748800005,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000277748800006,WOS:000277748800006,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000277748800006,WOS:000277748800006,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000277748800007,WOS:000277748800007,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000277748800007,WOS:000277748800007,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000277748800008,WOS:000277748800008,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000277748800009,WOS:000277748800009,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000277749000001,WOS:000277749000001,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000277749000001,WOS:000277749000001,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000277749000002,WOS:000277749000002,2058,5239,phantom limb pain,rubber hand illusion,body ownership,agency,interoception
000277749000003,WOS:000277749000003,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000277749000004,WOS:000277749000004,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000277749000005,WOS:000277749000005,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000277749000005,WOS:000277749000005,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000277749000006,WOS:000277749000006,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000277749000007,WOS:000277749000007,1107,9755,gamification,serious game,educational game,digital game,game
000277749000007,WOS:000277749000007,1107,9755,gamification,serious game,educational game,digital game,game
000277749000008,WOS:000277749000008,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000277784500004,WOS:000277784500004,2449,3886,synesthesia,audiovisual integration,mcgurk effect,sound symbolism,grapheme color synesthesia
000277791700008,WOS:000277791700008,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000277791700009,WOS:000277791700009,411,16706,visual working memory,attentional blink,spatial neglect,change blindness,return
000277798900003,WOS:000277798900003,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000277822600066,WOS:000277822600066,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000277844700022,WOS:000277844700022,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000277972800001,WOS:000277972800001,1846,6137,hofstede,collectivism,individualism,hikikomori,cultural difference
000277972800003,WOS:000277972800003,1846,6137,hofstede,collectivism,individualism,hikikomori,cultural difference
000278034700015,WOS:000278034700015,2653,3300,treatment,virtual reality exposure therapy,presence,fear,public
000278042000016,WOS:000278042000016,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000278042000020,WOS:000278042000020,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000278125200017,WOS:000278125200017,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000278200600010,WOS:000278200600010,86,26192,technology acceptance model,user acceptance,erp,erp system,erp implementation
000278214500010,WOS:000278214500010,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000278221500032,WOS:000278221500032,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000278226700015,WOS:000278226700015,1171,9330,blind,tactile display,tactile perception,friction,visual impairment
000278251500009,WOS:000278251500009,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000278261900008,WOS:000278261900008,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000278261900033,WOS:000278261900033,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000278288200004,WOS:000278288200004,442,16198,adverse childhood experience,child sexual abuse,childhood adversity,foster care,child maltreatment
000278351800001,WOS:000278351800001,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000278357300007,WOS:000278357300007,2226,4654,placebo effect,anterior cingulate cortex,placebo analgesia,laser,fmri study
000278413200005,WOS:000278413200005,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000278466000001,WOS:000278466000001,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000278466000002,WOS:000278466000002,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000278466000003,WOS:000278466000003,91,25711,multiple sclerosis,neuromyelitis optica,effect,interferon beta,fatigue
000278466000005,WOS:000278466000005,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000278466000006,WOS:000278466000006,1741,6544,trisomy,alzheimer,dyrk1a,ts65dn mouse model,down syndrome
000278466000007,WOS:000278466000007,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000278466000008,WOS:000278466000008,3028,2199,prepulse inhibition,startle,sensory gating,acoustic startle response,hyperekplexia
000278466000009,WOS:000278466000009,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000278466000010,WOS:000278466000010,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000278466000011,WOS:000278466000011,1355,8406,aspartame,monosodium glutamate,artificial sweetener,sweetener,bitter taste receptor
000278466000012,WOS:000278466000012,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000278466000013,WOS:000278466000013,851,11606,olfactory bulb,olfactory dysfunction,olfactory epithelium,parkinson,alzheimer
000278466000014,WOS:000278466000014,380,17273,melanocortin,cocaine,leptin receptor,serum leptin level,cart
000278466000015,WOS:000278466000015,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000278580700004,WOS:000278580700004,3305,1436,williams syndrome,supravalvular aortic stenosis,tfii,williams,gtf2ird1
000278605300010,WOS:000278605300010,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000278611500009,WOS:000278611500009,127,22935,posttraumatic stress disorder,ptsd,refugee,veteran,iraq
000278637700029,WOS:000278637700029,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000278637700038,WOS:000278637700038,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000278637700040,WOS:000278637700040,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000278637700041,WOS:000278637700041,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000278701500002,WOS:000278701500002,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000278723400001,WOS:000278723400001,1846,6137,hofstede,collectivism,individualism,hikikomori,cultural difference
000278723400001,WOS:000278723400001,1846,6137,hofstede,collectivism,individualism,hikikomori,cultural difference
000278723400002,WOS:000278723400002,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000278723400003,WOS:000278723400003,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000278723400004,WOS:000278723400004,2988,2314,aicardi syndrome,corpus callosum,fetal mri,agenesis,pontocerebellar hypoplasia type
000278723400005,WOS:000278723400005,2512,3716,hand preference,handedness,brain asymmetry,footedness,dichotic listening
000278723400006,WOS:000278723400006,1552,7382,facial attractiveness,evolutionary psychology,fertility,menstrual cycle,mate preference
000278723400006,WOS:000278723400006,1552,7382,facial attractiveness,evolutionary psychology,fertility,menstrual cycle,mate preference
000278737200001,WOS:000278737200001,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000278737200006,WOS:000278737200006,160,21785,concussion,mild traumatic brain injury,sport,chronic traumatic encephalopathy,tbi
000278807400012,WOS:000278807400012,770,12354,infant,mind,false belief,imitation,month old infant
000278877400001,WOS:000278877400001,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000278877700011,WOS:000278877700011,1591,7206,hyperpolarization,absence epilepsy,hcn channel,hcn,barrel cortex
000279048500005,WOS:000279048500005,1797,6303,narcissism,dark triad,callous unemotional trait,psychopathic trait,machiavellianism
000279057500020,WOS:000279057500020,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
